"GEO_ID","NAME","B01003_001E","B01003_001EA","B01003_001M","B01003_001MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"8600000US36576","ZCTA5 36576","4198","null","673","null",
"8600000US36578","ZCTA5 36578","1436","null","381","null",
"8600000US36579","ZCTA5 36579","1214","null","421","null",
"8600000US36580","ZCTA5 36580","5507","null","898","null",
"8600000US36581","ZCTA5 36581","258","null","203","null",
"8600000US36582","ZCTA5 36582","24029","null","1411","null",
"8600000US36583","ZCTA5 36583","898","null","295","null",
"8600000US36584","ZCTA5 36584","856","null","293","null",
"8600000US36585","ZCTA5 36585","1242","null","370","null",
"8600000US36587","ZCTA5 36587","10317","null","1285","null",
"8600000US36590","ZCTA5 36590","0","null","12","null",
"8600000US36602","ZCTA5 36602","932","null","179","null",
"8600000US36603","ZCTA5 36603","9552","null","815","null",
"8600000US36604","ZCTA5 36604","9423","null","680","null",
"8600000US36605","ZCTA5 36605","27372","null","1056","null",
"8600000US36606","ZCTA5 36606","18787","null","1044","null",
"8600000US36607","ZCTA5 36607","6398","null","595","null",
"8600000US36608","ZCTA5 36608","35336","null","1199","null",
"8600000US36609","ZCTA5 36609","23492","null","1200","null",
"8600000US36610","ZCTA5 36610","10728","null","826","null",
"8600000US36611","ZCTA5 36611","5817","null","51","null",
"8600000US36612","ZCTA5 36612","4626","null","631","null",
"8600000US36613","ZCTA5 36613","13583","null","1191","null",
"8600000US36615","ZCTA5 36615","0","null","12","null",
"8600000US36616","ZCTA5 36616","8","null","12","null",
"8600000US36617","ZCTA5 36617","13306","null","894","null",
"8600000US36618","ZCTA5 36618","17143","null","1124","null",
"8600000US36619","ZCTA5 36619","15507","null","1250","null",
"8600000US36688","ZCTA5 36688","237","null","25","null",
"8600000US36693","ZCTA5 36693","19721","null","1388","null",
"8600000US36695","ZCTA5 36695","51804","null","1687","null",
"8600000US36701","ZCTA5 36701","20558","null","874","null",
"8600000US36703","ZCTA5 36703","12927","null","898","null",
"8600000US36720","ZCTA5 36720","963","null","269","null",
"8600000US36722","ZCTA5 36722","441","null","249","null",
"8600000US36723","ZCTA5 36723","371","null","216","null",
"8600000US36726","ZCTA5 36726","4706","null","453","null",
"8600000US36727","ZCTA5 36727","12","null","14","null",
"8600000US36728","ZCTA5 36728","214","null","107","null",
"8600000US36732","ZCTA5 36732","7706","null","475","null",
"8600000US36736","ZCTA5 36736","1633","null","424","null",
"8600000US36738","ZCTA5 36738","718","null","297","null",
"8600000US36740","ZCTA5 36740","1276","null","261","null",
"8600000US36742","ZCTA5 36742","1921","null","566","null",
"8600000US36744","ZCTA5 36744","6294","null","597","null",
"8600000US36748","ZCTA5 36748","2419","null","352","null",
"8600000US36749","ZCTA5 36749","949","null","328","null",
"8600000US36750","ZCTA5 36750","2622","null","454","null",
"8600000US36751","ZCTA5 36751","632","null","197","null",
"8600000US36752","ZCTA5 36752","1146","null","244","null",
"8600000US36753","ZCTA5 36753","8","null","12","null",
"8600000US36754","ZCTA5 36754","473","null","340","null",
"8600000US36756","ZCTA5 36756","5867","null","819","null",
"8600000US36758","ZCTA5 36758","1412","null","388","null",
"8600000US36759","ZCTA5 36759","1831","null","432","null",
"8600000US36761","ZCTA5 36761","787","null","202","null",
"8600000US36763","ZCTA5 36763","316","null","234","null",
"8600000US36765","ZCTA5 36765","1685","null","653","null",
"8600000US36766","ZCTA5 36766","22","null","18","null",
"8600000US36767","ZCTA5 36767","1476","null","332","null",
"8600000US36768","ZCTA5 36768","900","null","251","null",
"8600000US36769","ZCTA5 36769","2444","null","406","null",
"8600000US36773","ZCTA5 36773","469","null","200","null",
"8600000US36775","ZCTA5 36775","1025","null","174","null",
"8600000US36776","ZCTA5 36776","1856","null","420","null",
"8600000US36782","ZCTA5 36782","2685","null","435","null",
"8600000US36783","ZCTA5 36783","686","null","176","null",
"8600000US36784","ZCTA5 36784","7181","null","486","null",
"8600000US36785","ZCTA5 36785","1074","null","219","null",
"8600000US36786","ZCTA5 36786","2474","null","488","null",
"8600000US36790","ZCTA5 36790","89","null","66","null",
"8600000US36792","ZCTA5 36792","1396","null","416","null",
"8600000US36793","ZCTA5 36793","279","null","208","null",
"8600000US36801","ZCTA5 36801","25071","null","810","null",
"8600000US36804","ZCTA5 36804","18535","null","1513","null",
"8600000US36830","ZCTA5 36830","39476","null","1444","null",
"8600000US36832","ZCTA5 36832","24596","null","1236","null",
"8600000US36849","ZCTA5 36849","4185","null","452","null",
"8600000US36850","ZCTA5 36850","2612","null","365","null",
"8600000US36852","ZCTA5 36852","2744","null","835","null",
"8600000US36853","ZCTA5 36853","7943","null","474","null",
"8600000US36854","ZCTA5 36854","15138","null","865","null",
"8600000US36855","ZCTA5 36855","1638","null","453","null",
"8600000US36856","ZCTA5 36856","7811","null","863","null",
"8600000US36858","ZCTA5 36858","330","null","124","null",
"8600000US36859","ZCTA5 36859","16","null","26","null",
"8600000US36860","ZCTA5 36860","1728","null","412","null",
"8600000US36861","ZCTA5 36861","3013","null","370","null",
"8600000US36862","ZCTA5 36862","5868","null","397","null",
"8600000US36863","ZCTA5 36863","11847","null","474","null",
"8600000US36865","ZCTA5 36865","30","null","26","null",
"8600000US36866","ZCTA5 36866","3581","null","493","null",
"8600000US36867","ZCTA5 36867","22239","null","972","null",
"8600000US36869","ZCTA5 36869","20986","null","1336","null",
"8600000US36870","ZCTA5 36870","19413","null","1043","null",
"8600000US36871","ZCTA5 36871","1175","null","293","null",
"8600000US36874","ZCTA5 36874","9973","null","1651","null",
"8600000US36875","ZCTA5 36875","3782","null","640","null",
"8600000US36877","ZCTA5 36877","12848","null","962","null",
"8600000US36879","ZCTA5 36879","2521","null","657","null",
"8600000US36901","ZCTA5 36901","369","null","218","null",
"8600000US36904","ZCTA5 36904","3734","null","451","null",
"8600000US36907","ZCTA5 36907","1597","null","372","null",
"8600000US36908","ZCTA5 36908","2176","null","341","null",
"8600000US36910","ZCTA5 36910","63","null","77","null",
"8600000US36912","ZCTA5 36912","2069","null","364","null",
"8600000US36913","ZCTA5 36913","36","null","28","null",
"8600000US36915","ZCTA5 36915","654","null","307","null",
"8600000US36916","ZCTA5 36916","797","null","214","null",
"8600000US36919","ZCTA5 36919","1652","null","268","null",
"8600000US36921","ZCTA5 36921","771","null","197","null",
"8600000US36922","ZCTA5 36922","600","null","308","null",
"8600000US36925","ZCTA5 36925","3001","null","462","null",
"8600000US37010","ZCTA5 37010","4966","null","647","null",
"8600000US37012","ZCTA5 37012","2185","null","338","null",
"8600000US37013","ZCTA5 37013","97939","null","2456","null",
"8600000US37014","ZCTA5 37014","2835","null","382","null",
"8600000US37015","ZCTA5 37015","17665","null","734","null",
"8600000US37016","ZCTA5 37016","950","null","273","null",
"8600000US37018","ZCTA5 37018","2194","null","342","null",
"8600000US37019","ZCTA5 37019","628","null","234","null",
"8600000US37020","ZCTA5 37020","5984","null","762","null",
"8600000US37022","ZCTA5 37022","6583","null","798","null",
"8600000US37023","ZCTA5 37023","1457","null","376","null",
"8600000US37025","ZCTA5 37025","5698","null","866","null",
"8600000US37026","ZCTA5 37026","2380","null","322","null",
"8600000US37027","ZCTA5 37027","56117","null","765","null",
"8600000US37028","ZCTA5 37028","563","null","227","null",
"8600000US37029","ZCTA5 37029","7017","null","639","null",
"8600000US37030","ZCTA5 37030","7260","null","612","null",
"8600000US37031","ZCTA5 37031","4281","null","506","null",
"8600000US37032","ZCTA5 37032","5275","null","762","null",
"8600000US37033","ZCTA5 37033","7406","null","515","null",
"8600000US37034","ZCTA5 37034","7308","null","616","null",
"8600000US37035","ZCTA5 37035","3214","null","463","null",
"8600000US37036","ZCTA5 37036","6245","null","721","null",
"8600000US37037","ZCTA5 37037","8768","null","972","null",
"8600000US37040","ZCTA5 37040","52155","null","1798","null",
"8600000US37042","ZCTA5 37042","77945","null","1867","null",
"8600000US37043","ZCTA5 37043","48501","null","1447","null",
"8600000US37046","ZCTA5 37046","5685","null","603","null",
"8600000US37047","ZCTA5 37047","2100","null","317","null",
"8600000US37048","ZCTA5 37048","6702","null","498","null",
"8600000US37049","ZCTA5 37049","3622","null","406","null",
"8600000US37050","ZCTA5 37050","1606","null","309","null",
"8600000US37051","ZCTA5 37051","3499","null","550","null",
"8600000US37052","ZCTA5 37052","2487","null","633","null",
"8600000US37055","ZCTA5 37055","27772","null","952","null",
"8600000US37057","ZCTA5 37057","627","null","201","null",
"8600000US37058","ZCTA5 37058","7780","null","518","null",
"8600000US37059","ZCTA5 37059","1090","null","227","null",
"8600000US37060","ZCTA5 37060","2767","null","390","null",
"8600000US37061","ZCTA5 37061","4942","null","385","null",
"8600000US37062","ZCTA5 37062","12185","null","604","null",
"8600000US37064","ZCTA5 37064","58937","null","1179","null",
"8600000US37066","ZCTA5 37066","51873","null","1136","null",
"8600000US37067","ZCTA5 37067","29543","null","1010","null",
"8600000US37069","ZCTA5 37069","20467","null","824","null",
"8600000US37072","ZCTA5 37072","31492","null","763","null",
"8600000US37073","ZCTA5 37073","14785","null","692","null",
"8600000US37074","ZCTA5 37074","9305","null","600","null",
"8600000US37075","ZCTA5 37075","65986","null","866","null",
"8600000US37076","ZCTA5 37076","40161","null","1183","null",
"8600000US37078","ZCTA5 37078","380","null","172","null",
"8600000US37079","ZCTA5 37079","2657","null","501","null",
"8600000US37080","ZCTA5 37080","7394","null","587","null",
"8600000US37082","ZCTA5 37082","6073","null","431","null",
"8600000US37083","ZCTA5 37083","15290","null","600","null",
"8600000US37085","ZCTA5 37085","4856","null","609","null",
"8600000US37086","ZCTA5 37086","34429","null","387","null",
"8600000US37087","ZCTA5 37087","48562","null","1169","null",
"8600000US37090","ZCTA5 37090","15266","null","891","null",
"8600000US37091","ZCTA5 37091","22440","null","616","null",
"8600000US37095","ZCTA5 37095","2685","null","576","null",
"8600000US37096","ZCTA5 37096","5649","null","349","null",
"8600000US37097","ZCTA5 37097","2241","null","335","null",
"8600000US37098","ZCTA5 37098","6760","null","877","null",
"8600000US37101","ZCTA5 37101","7128","null","506","null",
"8600000US37110","ZCTA5 37110","33483","null","746","null",
"8600000US37115","ZCTA5 37115","40343","null","1599","null",
"8600000US37118","ZCTA5 37118","1234","null","421","null",
"8600000US37122","ZCTA5 37122","58323","null","1284","null",
"8600000US37127","ZCTA5 37127","18300","null","1345","null",
"8600000US37128","ZCTA5 37128","54317","null","2039","null",
"8600000US37129","ZCTA5 37129","60540","null","2049","null",
"8600000US37130","ZCTA5 37130","57002","null","1724","null",
"8600000US37132","ZCTA5 37132","2383","null","328","null",
"8600000US37134","ZCTA5 37134","3063","null","338","null",
"8600000US37135","ZCTA5 37135","14256","null","894","null",
"8600000US37137","ZCTA5 37137","2786","null","420","null",
"8600000US37138","ZCTA5 37138","23784","null","1002","null",
"8600000US37140","ZCTA5 37140","1456","null","235","null",
"8600000US37141","ZCTA5 37141","1204","null","215","null",
"8600000US37142","ZCTA5 37142","1941","null","476","null",
"8600000US37143","ZCTA5 37143","4167","null","425","null",
"8600000US37144","ZCTA5 37144","3112","null","435","null",
"8600000US37145","ZCTA5 37145","2223","null","377","null",
"8600000US37146","ZCTA5 37146","7615","null","638","null",
"8600000US37148","ZCTA5 37148","24547","null","618","null",
"8600000US37149","ZCTA5 37149","2780","null","480","null",
"8600000US37150","ZCTA5 37150","4897","null","652","null",
"8600000US37151","ZCTA5 37151","511","null","124","null",
"8600000US37153","ZCTA5 37153","6426","null","676","null",
"8600000US37160","ZCTA5 37160","34339","null","785","null",
"8600000US37165","ZCTA5 37165","39","null","23","null",
"8600000US37166","ZCTA5 37166","14136","null","496","null",
"8600000US37167","ZCTA5 37167","59514","null","999","null",
"8600000US37171","ZCTA5 37171","811","null","494","null",
"8600000US37172","ZCTA5 37172","30468","null","988","null",
"8600000US37174","ZCTA5 37174","37004","null","1598","null",
"8600000US37175","ZCTA5 37175","774","null","179","null",
"8600000US37178","ZCTA5 37178","2003","null","313","null",
"8600000US37179","ZCTA5 37179","15445","null","1542","null",
"8600000US37180","ZCTA5 37180","4362","null","625","null",
"8600000US37181","ZCTA5 37181","1707","null","501","null",
"8600000US37183","ZCTA5 37183","2988","null","343","null",
"8600000US37184","ZCTA5 37184","6195","null","692","null",
"8600000US37185","ZCTA5 37185","8275","null","402","null",
"8600000US37186","ZCTA5 37186","10038","null","763","null",
"8600000US37187","ZCTA5 37187","7349","null","536","null",
"8600000US37188","ZCTA5 37188","15431","null","619","null",
"8600000US37189","ZCTA5 37189","4016","null","458","null",
"8600000US37190","ZCTA5 37190","8465","null","459","null",
"8600000US37191","ZCTA5 37191","4286","null","748","null",
"8600000US37201","ZCTA5 37201","1619","null","387","null",
"8600000US37203","ZCTA5 37203","15091","null","896","null",
"8600000US37204","ZCTA5 37204","15452","null","766","null",
"8600000US37205","ZCTA5 37205","23790","null","885","null",
"8600000US37206","ZCTA5 37206","26382","null","1266","null",
"8600000US37207","ZCTA5 37207","39544","null","1499","null",
"8600000US37208","ZCTA5 37208","18011","null","1111","null",
"8600000US37209","ZCTA5 37209","38664","null","1540","null",
"8600000US37210","ZCTA5 37210","17248","null","934","null",
"8600000US37211","ZCTA5 37211","75955","null","1962","null",
"8600000US37212","ZCTA5 37212","20803","null","1042","null",
"8600000US37213","ZCTA5 37213","95","null","120","null",
"8600000US37214","ZCTA5 37214","30528","null","1060","null",
"8600000US37215","ZCTA5 37215","22379","null","959","null",
"8600000US37216","ZCTA5 37216","17848","null","909","null",
"8600000US37217","ZCTA5 37217","30146","null","1416","null",
"8600000US37218","ZCTA5 37218","15721","null","928","null",
"8600000US37219","ZCTA5 37219","1154","null","380","null",
"8600000US37220","ZCTA5 37220","5880","null","413","null",
"8600000US37221","ZCTA5 37221","41017","null","1119","null",
"8600000US37228","ZCTA5 37228","1615","null","363","null",
"8600000US37240","ZCTA5 37240","796","null","147","null",
"8600000US37243","ZCTA5 37243","0","null","12","null",
"8600000US37246","ZCTA5 37246","0","null","12","null",
"8600000US37301","ZCTA5 37301","1156","null","209","null",
"8600000US37302","ZCTA5 37302","4669","null","623","null",
"8600000US37303","ZCTA5 37303","24866","null","1255","null",
"8600000US37305","ZCTA5 37305","972","null","235","null",
"8600000US37306","ZCTA5 37306","2153","null","411","null",
"8600000US37307","ZCTA5 37307","4773","null","451","null",
"8600000US37308","ZCTA5 37308","2721","null","381","null",
"8600000US37309","ZCTA5 37309","2493","null","500","null",
"8600000US37310","ZCTA5 37310","4356","null","804","null",
"8600000US37311","ZCTA5 37311","28187","null","1193","null",
"8600000US37312","ZCTA5 37312","35065","null","1250","null",
"8600000US37313","ZCTA5 37313","1550","null","338","null",
"8600000US37315","ZCTA5 37315","1596","null","271","null",
"8600000US37317","ZCTA5 37317","2546","null","308","null",
"8600000US37318","ZCTA5 37318","1536","null","387","null",
"8600000US37321","ZCTA5 37321","19464","null","698","null",
"8600000US37322","ZCTA5 37322","8608","null","548","null",
"8600000US37323","ZCTA5 37323","31385","null","1073","null",
"8600000US37324","ZCTA5 37324","5618","null","536","null",
"8600000US37325","ZCTA5 37325","1805","null","299","null",
"8600000US37326","ZCTA5 37326","462","null","116","null",
"8600000US37327","ZCTA5 37327","11777","null","456","null",
"8600000US37328","ZCTA5 37328","1481","null","313","null",
"8600000US37329","ZCTA5 37329","5651","null","520","null",
"8600000US37330","ZCTA5 37330","6451","null","640","null",
"8600000US37331","ZCTA5 37331","7261","null","632","null",
"8600000US37332","ZCTA5 37332","2783","null","553","null",
"8600000US37333","ZCTA5 37333","580","null","183","null",
"8600000US37334","ZCTA5 37334","22909","null","588","null",
"8600000US37335","ZCTA5 37335","2719","null","527","null",
"8600000US37336","ZCTA5 37336","4639","null","590","null",
"8600000US37337","ZCTA5 37337","1443","null","590","null",
"8600000US37338","ZCTA5 37338","3436","null","453","null",
"8600000US37339","ZCTA5 37339","2565","null","334","null",
"8600000US37340","ZCTA5 37340","655","null","378","null",
"8600000US37341","ZCTA5 37341","11663","null","1029","null",
"8600000US37342","ZCTA5 37342","4137","null","544","null",
"8600000US37343","ZCTA5 37343","42726","null","1409","null",
"8600000US37345","ZCTA5 37345","2587","null","325","null",
"8600000US37347","ZCTA5 37347","8107","null","439","null",
"8600000US37348","ZCTA5 37348","951","null","426","null",
"8600000US37350","ZCTA5 37350","1965","null","117","null",
"8600000US37351","ZCTA5 37351","283","null","142","null",
"8600000US37352","ZCTA5 37352","3383","null","413","null",
"8600000US37353","ZCTA5 37353","5195","null","748","null",
"8600000US37354","ZCTA5 37354","17573","null","931","null",
"8600000US37355","ZCTA5 37355","27076","null","875","null",
"8600000US37356","ZCTA5 37356","2507","null","435","null",
"8600000US37357","ZCTA5 37357","5139","null","824","null",
"8600000US37359","ZCTA5 37359","1016","null","244","null",
"8600000US37360","ZCTA5 37360","1577","null","395","null",
"8600000US37361","ZCTA5 37361","1536","null","268","null",
"8600000US37362","ZCTA5 37362","3433","null","361","null",
"8600000US37363","ZCTA5 37363","39941","null","1460","null",
"8600000US37365","ZCTA5 37365","1227","null","299","null",
"8600000US37366","ZCTA5 37366","976","null","154","null",
"8600000US37367","ZCTA5 37367","12199","null","495","null",
"8600000US37369","ZCTA5 37369","642","null","223","null",
"8600000US37370","ZCTA5 37370","4972","null","655","null",
"8600000US37373","ZCTA5 37373","3044","null","458","null",
"8600000US37374","ZCTA5 37374","2071","null","487","null",
"8600000US37375","ZCTA5 37375","4100","null","468","null",
"8600000US37376","ZCTA5 37376","283","null","143","null",
"8600000US37377","ZCTA5 37377","15960","null","717","null",
"8600000US37379","ZCTA5 37379","27416","null","750","null",
"8600000US37380","ZCTA5 37380","6261","null","368","null",
"8600000US37381","ZCTA5 37381","9478","null","808","null",
"8600000US37385","ZCTA5 37385","8485","null","748","null",
"8600000US37387","ZCTA5 37387","2883","null","400","null",
"8600000US37388","ZCTA5 37388","25367","null","717","null",
"8600000US37391","ZCTA5 37391","1495","null","289","null",
"8600000US37394","ZCTA5 37394","86","null","44","null",
"8600000US37396","ZCTA5 37396","244","null","215","null",
"8600000US37397","ZCTA5 37397","9605","null","496","null",
"8600000US37398","ZCTA5 37398","15125","null","760","null",
"8600000US37402","ZCTA5 37402","4247","null","416","null",
"8600000US37403","ZCTA5 37403","7470","null","545","null",
"8600000US37404","ZCTA5 37404","12136","null","954","null",
"8600000US37405","ZCTA5 37405","17091","null","843","null",
"8600000US37406","ZCTA5 37406","14058","null","926","null",
"8600000US37407","ZCTA5 37407","11039","null","966","null",
"8600000US37408","ZCTA5 37408","1722","null","194","null",
"8600000US37409","ZCTA5 37409","2722","null","360","null",
"8600000US37410","ZCTA5 37410","3693","null","664","null",
"8600000US37411","ZCTA5 37411","16987","null","1383","null",
"8600000US37412","ZCTA5 37412","21209","null","102","null",
"8600000US37415","ZCTA5 37415","24028","null","1110","null",
"8600000US37416","ZCTA5 37416","15239","null","1009","null",
"8600000US37419","ZCTA5 37419","6772","null","597","null",
"8600000US37421","ZCTA5 37421","52254","null","1670","null",
"8600000US37601","ZCTA5 37601","36333","null","1296","null",
"8600000US37604","ZCTA5 37604","36040","null","1022","null",
"8600000US37614","ZCTA5 37614","1922","null","286","null",
"8600000US37615","ZCTA5 37615","21722","null","962","null",
"8600000US37616","ZCTA5 37616","4284","null","514","null",
"8600000US37617","ZCTA5 37617","14198","null","954","null",
"8600000US37618","ZCTA5 37618","13936","null","1062","null",
"8600000US37620","ZCTA5 37620","38170","null","1088","null",
"8600000US37640","ZCTA5 37640","3590","null","457","null",
"8600000US37641","ZCTA5 37641","9356","null","897","null",
"8600000US37642","ZCTA5 37642","14961","null","711","null",
"8600000US37643","ZCTA5 37643","33558","null","780","null",
"8600000US37645","ZCTA5 37645","5100","null","125","null",
"8600000US37650","ZCTA5 37650","12056","null","468","null",
"8600000US37656","ZCTA5 37656","3680","null","560","null",
"8600000US37657","ZCTA5 37657","914","null","248","null",
"8600000US37658","ZCTA5 37658","3788","null","403","null",
"8600000US37659","ZCTA5 37659","28075","null","1193","null",
"8600000US37660","ZCTA5 37660","39005","null","1373","null",
"8600000US37663","ZCTA5 37663","14183","null","766","null",
"8600000US37664","ZCTA5 37664","27390","null","929","null",
"8600000US37665","ZCTA5 37665","5604","null","616","null",
"8600000US37680","ZCTA5 37680","512","null","216","null",
"8600000US37681","ZCTA5 37681","6003","null","845","null",
"8600000US37682","ZCTA5 37682","713","null","189","null",
"8600000US37683","ZCTA5 37683","13301","null","527","null",
"8600000US37686","ZCTA5 37686","8129","null","736","null",
"8600000US37687","ZCTA5 37687","4434","null","456","null",
"8600000US37688","ZCTA5 37688","981","null","158","null",
"8600000US37690","ZCTA5 37690","4222","null","625","null",
"8600000US37691","ZCTA5 37691","569","null","258","null",
"8600000US37692","ZCTA5 37692","4912","null","397","null",
"8600000US37694","ZCTA5 37694","2042","null","359","null",
"8600000US37701","ZCTA5 37701","7745","null","433","null",
"8600000US37705","ZCTA5 37705","4120","null","665","null",
"8600000US37708","ZCTA5 37708","5785","null","547","null",
"8600000US37709","ZCTA5 37709","4060","null","466","null",
"8600000US37710","ZCTA5 37710","989","null","222","null",
"8600000US37711","ZCTA5 37711","4845","null","552","null",
"8600000US37713","ZCTA5 37713","1483","null","292","null",
"8600000US37714","ZCTA5 37714","4732","null","562","null",
"8600000US37715","ZCTA5 37715","714","null","97","null",
"8600000US37716","ZCTA5 37716","26979","null","1021","null",
"8600000US37719","ZCTA5 37719","175","null","156","null",
"8600000US37721","ZCTA5 37721","13426","null","676","null",
"8600000US37722","ZCTA5 37722","5911","null","959","null",
"8600000US37723","ZCTA5 37723","924","null","198","null",
"8600000US37724","ZCTA5 37724","2609","null","283","null",
"8600000US37725","ZCTA5 37725","17944","null","973","null",
"8600000US37726","ZCTA5 37726","1895","null","388","null",
"8600000US37727","ZCTA5 37727","2390","null","343","null",
"8600000US37729","ZCTA5 37729","1763","null","508","null",
"8600000US37730","ZCTA5 37730","0","null","12","null",
"8600000US37731","ZCTA5 37731","470","null","220","null",
"8600000US37732","ZCTA5 37732","158","null","104","null",
"8600000US37733","ZCTA5 37733","52","null","49","null",
"8600000US37737","ZCTA5 37737","5817","null","475","null",
"8600000US37738","ZCTA5 37738","5420","null","329","null",
"8600000US37742","ZCTA5 37742","6252","null","656","null",
"8600000US37743","ZCTA5 37743","25939","null","1055","null",
"8600000US37745","ZCTA5 37745","18318","null","964","null",
"8600000US37748","ZCTA5 37748","16576","null","897","null",
"8600000US37752","ZCTA5 37752","6496","null","458","null",
"8600000US37753","ZCTA5 37753","1048","null","333","null",
"8600000US37754","ZCTA5 37754","5331","null","856","null",
"8600000US37755","ZCTA5 37755","3188","null","550","null",
"8600000US37756","ZCTA5 37756","2912","null","432","null",
"8600000US37757","ZCTA5 37757","9577","null","484","null",
"8600000US37760","ZCTA5 37760","13714","null","621","null",
"8600000US37762","ZCTA5 37762","2804","null","317","null",
"8600000US37763","ZCTA5 37763","15196","null","774","null",
"8600000US37764","ZCTA5 37764","9820","null","847","null",
"8600000US37765","ZCTA5 37765","655","null","246","null",
"8600000US37766","ZCTA5 37766","17735","null","691","null",
"8600000US37769","ZCTA5 37769","5973","null","530","null",
"8600000US37770","ZCTA5 37770","2837","null","380","null",
"8600000US37771","ZCTA5 37771","17287","null","812","null",
"8600000US37772","ZCTA5 37772","12888","null","747","null",
"8600000US37774","ZCTA5 37774","18503","null","1003","null",
"8600000US37777","ZCTA5 37777","12122","null","834","null",
"8600000US37779","ZCTA5 37779","3291","null","435","null",
"8600000US37801","ZCTA5 37801","26577","null","954","null",
"8600000US37803","ZCTA5 37803","32652","null","1015","null",
"8600000US37804","ZCTA5 37804","26892","null","1158","null",
"8600000US37806","ZCTA5 37806","2849","null","385","null",
"8600000US37807","ZCTA5 37807","11098","null","589","null",
"8600000US37809","ZCTA5 37809","2813","null","464","null",
"8600000US37810","ZCTA5 37810","1771","null","327","null",
"8600000US37811","ZCTA5 37811","3917","null","465","null",
"8600000US37813","ZCTA5 37813","17409","null","1148","null",
"8600000US37814","ZCTA5 37814","34212","null","1084","null",
"8600000US37818","ZCTA5 37818","5011","null","585","null",
"8600000US37819","ZCTA5 37819","727","null","139","null",
"8600000US37820","ZCTA5 37820","8354","null","716","null",
"8600000US37821","ZCTA5 37821","21975","null","859","null",
"8600000US37825","ZCTA5 37825","8381","null","555","null",
"8600000US37826","ZCTA5 37826","5303","null","624","null",
"8600000US37828","ZCTA5 37828","1084","null","263","null",
"8600000US37829","ZCTA5 37829","1631","null","367","null",
"8600000US37830","ZCTA5 37830","29479","null","128","null",
"8600000US37840","ZCTA5 37840","10238","null","988","null",
"8600000US37841","ZCTA5 37841","9568","null","734","null",
"8600000US37843","ZCTA5 37843","4011","null","465","null",
"8600000US37845","ZCTA5 37845","587","null","325","null",
"8600000US37846","ZCTA5 37846","4400","null","633","null",
"8600000US37847","ZCTA5 37847","2959","null","509","null",
"8600000US37848","ZCTA5 37848","137","null","82","null",
"8600000US37849","ZCTA5 37849","26485","null","1266","null",
"8600000US37851","ZCTA5 37851","34","null","28","null",
"8600000US37852","ZCTA5 37852","2765","null","325","null",
"8600000US37853","ZCTA5 37853","3669","null","489","null",
"8600000US37854","ZCTA5 37854","12564","null","776","null",
"8600000US37857","ZCTA5 37857","19912","null","744","null",
"8600000US37860","ZCTA5 37860","3963","null","780","null",
"8600000US37861","ZCTA5 37861","8666","null","631","null",
"8600000US37862","ZCTA5 37862","23147","null","988","null",
"8600000US37863","ZCTA5 37863","6712","null","458","null",
"8600000US37865","ZCTA5 37865","21908","null","1463","null",
"8600000US37866","ZCTA5 37866","1584","null","262","null",
"8600000US37869","ZCTA5 37869","4715","null","398","null",
"8600000US37870","ZCTA5 37870","4454","null","521","null",
"8600000US37871","ZCTA5 37871","8650","null","898","null",
"8600000US37872","ZCTA5 37872","1629","null","301","null",
"8600000US37873","ZCTA5 37873","4934","null","503","null",
"8600000US37874","ZCTA5 37874","14881","null","930","null",
"8600000US37876","ZCTA5 37876","32761","null","1326","null",
"8600000US37877","ZCTA5 37877","8984","null","867","null",
"8600000US37878","ZCTA5 37878","294","null","95","null",
"8600000US37879","ZCTA5 37879","11059","null","746","null",
"8600000US37880","ZCTA5 37880","3782","null","694","null",
"8600000US37881","ZCTA5 37881","2163","null","365","null",
"8600000US37882","ZCTA5 37882","2679","null","361","null",
"8600000US37885","ZCTA5 37885","6015","null","621","null",
"8600000US37886","ZCTA5 37886","4880","null","722","null",
"8600000US37887","ZCTA5 37887","7739","null","557","null",
"8600000US37888","ZCTA5 37888","3385","null","453","null",
"8600000US37890","ZCTA5 37890","7255","null","629","null",
"8600000US37891","ZCTA5 37891","3501","null","746","null",
"8600000US37892","ZCTA5 37892","1966","null","320","null",
"8600000US37902","ZCTA5 37902","2415","null","226","null",
"8600000US37909","ZCTA5 37909","16282","null","835","null",
"8600000US37912","ZCTA5 37912","22684","null","1017","null",
"8600000US37914","ZCTA5 37914","19330","null","815","null",
"8600000US37915","ZCTA5 37915","5252","null","598","null",
"8600000US37916","ZCTA5 37916","13092","null","1407","null",
"8600000US37917","ZCTA5 37917","24933","null","856","null",
"8600000US37918","ZCTA5 37918","45268","null","1319","null",
"8600000US37919","ZCTA5 37919","29108","null","995","null",
"8600000US37920","ZCTA5 37920","40358","null","1021","null",
"8600000US37921","ZCTA5 37921","27259","null","1056","null",
"8600000US37922","ZCTA5 37922","36542","null","917","null",
"8600000US37923","ZCTA5 37923","31614","null","1433","null",
"8600000US37924","ZCTA5 37924","12670","null","895","null",
"8600000US37931","ZCTA5 37931","28584","null","1218","null",
"8600000US37932","ZCTA5 37932","18919","null","755","null",
"8600000US37934","ZCTA5 37934","26604","null","471","null",
"8600000US37938","ZCTA5 37938","17050","null","758","null",
"8600000US38001","ZCTA5 38001","4662","null","364","null",
